epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,7652.31,0.61769,0.43974,0.94651,0.89939,0.85549,0.91234,0.7595,0.71794,0.53153,1.03304,0.000991,0.000991,0.000991
184,7693.83,0.60807,0.44092,0.94135,0.89081,0.86447,0.91174,0.75856,0.7209,0.5331,1.03461,0.0009415,0.0009415,0.0009415
185,7735.54,0.61136,0.43817,0.9446,0.88739,0.86743,0.91181,0.75884,0.71983,0.53474,1.03306,0.000892,0.000892,0.000892
186,7777.07,0.6108,0.44303,0.9422,0.88267,0.87082,0.91187,0.7593,0.7181,0.53594,1.03122,0.0008425,0.0008425,0.0008425
187,7818.8,0.61127,0.44339,0.94333,0.88546,0.86994,0.91172,0.75985,0.71547,0.53689,1.02883,0.000793,0.000793,0.000793
188,7860.37,0.60885,0.43979,0.95039,0.8825,0.87103,0.91138,0.76037,0.71272,0.53871,1.02611,0.0007435,0.0007435,0.0007435
189,7902.01,0.60593,0.43093,0.93824,0.8836,0.87013,0.91096,0.75975,0.7132,0.53851,1.02565,0.000694,0.000694,0.000694
190,7943.63,0.60185,0.42964,0.93782,0.88639,0.86745,0.91099,0.76068,0.7126,0.5376,1.0251,0.0006445,0.0006445,0.0006445
191,7986.75,0.54395,0.30637,0.90773,0.88157,0.87093,0.91055,0.76029,0.71145,0.53657,1.02423,0.000595,0.000595,0.000595
192,8028.41,0.52783,0.28842,0.89966,0.89153,0.86187,0.91068,0.76059,0.70951,0.53733,1.02342,0.0005455,0.0005455,0.0005455
193,8070.16,0.52935,0.2887,0.90077,0.88669,0.86549,0.91034,0.75997,0.70829,0.53725,1.02301,0.000496,0.000496,0.000496
194,8111.72,0.52211,0.2843,0.89338,0.88889,0.86382,0.91095,0.7605,0.70585,0.53701,1.02163,0.0004465,0.0004465,0.0004465
195,8153.29,0.52461,0.28273,0.9046,0.88968,0.86316,0.91069,0.76073,0.70248,0.53643,1.02006,0.000397,0.000397,0.000397
196,8194.96,0.51659,0.27971,0.89302,0.89101,0.86422,0.91038,0.76049,0.70011,0.53649,1.01864,0.0003475,0.0003475,0.0003475
197,8236.48,0.5167,0.28108,0.89141,0.89147,0.86365,0.90979,0.76076,0.69809,0.53744,1.01803,0.000298,0.000298,0.000298
198,8278.01,0.51367,0.28016,0.89331,0.89173,0.86252,0.90986,0.76069,0.69581,0.53786,1.01703,0.0002485,0.0002485,0.0002485
199,8319.59,0.5032,0.27383,0.88752,0.89219,0.86364,0.90941,0.76072,0.69556,0.53763,1.01767,0.000199,0.000199,0.000199
200,8361.11,0.50558,0.2731,0.89159,0.89225,0.86275,0.90876,0.7605,0.69512,0.53707,1.018,0.0001495,0.0001495,0.0001495
